1.799990	7233.333267	109.886602
1.799991	7270.274267	99.179489
1.799992	7221.902200	140.707100
1.799993	7261.555533	109.948120
1.799994	7238.757933	127.143678
1.799995	7242.897800	120.010001
1.799996	7248.860867	119.664099
1.799997	7261.871000	95.632262
1.799998	7236.584000	115.834266
1.799999	7232.173933	135.760515
1.800000	7257.287333	131.423524
1.800001	220.085933	75.188600
1.800002	218.694733	74.249361
1.800002	219.810600	74.459452
1.800003	217.859600	75.608009
1.800004	219.344267	73.806349
1.800005	218.378000	72.733179
1.800006	219.766867	74.994222
1.800007	219.586800	73.487147
1.800008	219.039667	74.759628
1.800009	218.872333	76.373703
