1.799990	1153.267933	57.289249
1.799991	1158.735133	45.340380
1.799992	1165.338267	48.307299
1.799993	1157.659800	48.930269
1.799994	1159.971533	34.431421
1.799995	1158.776800	50.399454
1.799996	1173.094800	25.712683
1.799997	1157.852200	40.542673
1.799998	1156.479200	44.508075
1.799999	1165.689000	43.570789
1.800000	1158.711667	41.324882
1.800001	126.868267	60.664532
1.800002	126.756600	60.425824
1.800002	127.206800	59.745044
1.800003	127.550067	60.643009
1.800004	127.281133	60.565226
1.800005	128.109000	61.113082
1.800006	127.634333	61.891412
1.800007	127.076467	60.634122
1.800008	127.457000	61.199641
1.800009	127.581933	61.325697
