1.799990	18593.171400	164.843652
1.799991	18555.157267	162.975888
1.799992	18598.911467	179.009401
1.799993	18574.349467	185.429130
1.799994	18566.472467	213.931986
1.799995	18580.512067	173.646353
1.799996	18608.234800	148.648536
1.799997	18572.080533	168.212136
1.799998	18583.443800	198.436531
1.799999	18545.122133	211.260199
1.800000	18559.901000	191.303348
1.800001	273.299867	78.497060
1.800002	273.164067	78.856741
1.800002	271.480667	77.584341
1.800003	273.281467	78.542743
1.800004	273.368533	79.505857
1.800005	273.143867	78.472143
1.800006	273.291867	79.489106
1.800007	272.790867	79.081389
1.800008	272.593467	77.993486
1.800009	273.589867	79.229226
