1.799990	11.407600	3.355393
1.799990	142.466267	14.999162
1.799991	10.620800	2.852684
1.799991	144.310867	15.332826
1.799992	11.531733	3.477632
1.799992	136.808067	14.856914
1.799993	11.676600	3.402726
1.799993	139.032067	13.797226
1.799995	11.044133	3.734763
1.799995	144.154600	12.423753
1.799997	10.456400	2.988506
1.799997	142.696667	15.830940
1.799998	11.058800	3.087071
1.799998	142.293800	15.098950
1.799994	10.658133	3.204028
1.799994	141.439267	14.702872
1.799996	11.029467	3.518039
1.799996	141.954467	14.088368
1.799999	11.292400	3.222624
1.799999	142.570400	14.807128
1.800000	685.963933	24.627285
1.800000	4.103067	1.820452
1.800001	761.559867	25.380268
1.800001	1.988933	1.021834
1.800002	761.441400	25.402355
1.800002	1.971267	1.008451
1.800003	761.472867	25.275913
1.800003	1.997400	1.010508
1.800004	761.639467	25.434725
1.800004	1.983600	0.990823
1.800005	761.298067	25.650594
1.800005	1.979000	1.004536
1.800006	761.678333	25.246247
1.800006	1.994067	1.020930
1.800007	761.193667	25.480330
1.800007	1.987600	1.020709
1.800008	761.532933	25.284738
1.800008	1.985667	1.000064
1.800009	761.427800	25.306507
1.800009	1.980333	1.017815
1.800009	760.964133	25.480616
1.800009	1.993533	1.005597
