1.799990	17.147200	3.990313
1.799990	221.295733	19.761964
1.799991	16.676667	3.619998
1.799991	217.843000	16.046161
1.799992	16.313667	4.166671
1.799992	220.048533	20.692973
1.799993	15.874000	4.391020
1.799993	219.358667	16.965181
1.799994	16.716667	4.129874
1.799994	223.275200	16.391494
1.799995	16.337267	3.773688
1.799995	218.239200	16.983234
1.799996	15.811533	3.675579
1.799996	225.903600	18.564088
1.799997	16.833200	3.918066
1.799997	220.392600	17.362578
1.799998	17.398733	4.540045
1.799998	222.957200	17.534789
1.799999	15.863733	4.251051
1.799999	225.334867	18.322192
1.800000	17.176067	4.276385
1.800000	220.196600	17.261926
1.800001	1189.283600	31.695917
1.800001	2.544800	1.256076
1.800002	1189.767667	31.552352
1.800002	2.552600	1.272805
1.800002	1190.191333	31.632472
1.800002	2.541933	1.266797
1.800003	1189.566467	31.694988
1.800003	2.546733	1.258974
1.800004	1189.637400	31.622122
1.800004	2.543333	1.255384
1.800005	1189.206933	31.587776
1.800005	2.549800	1.247846
1.800006	1189.336400	31.964082
1.800006	2.519000	1.256412
1.800007	1189.072000	31.964495
1.800007	2.550667	1.269317
1.800008	1189.488667	31.832780
1.800008	2.527667	1.241518
1.800009	1189.993133	31.529447
1.800009	2.540733	1.256480
