1.799995	1.050000	0.217945
1.799995	1.802133	0.939884
1.799997	1.122533	0.357098
1.799997	1.835000	0.925081
1.799999	1.122533	0.357098
1.799999	1.835000	0.925081
1.799994	1.050000	0.217945
1.799994	1.802133	0.939884
1.799996	1.122533	0.357098
1.799996	1.835000	0.925081
1.799991	1.050000	0.217945
1.799991	1.802133	0.939884
1.800010	5.195067	2.206796
1.800010	1.016133	0.132186
1.800007	5.195067	2.206796
1.800007	1.016133	0.132186
1.800001	5.195067	2.206796
1.800001	1.016133	0.132186
1.800008	5.195067	2.206796
1.800008	1.016133	0.132186
1.800002	5.195067	2.206796
1.800002	1.016133	0.132186
1.800009	5.195067	2.206796
1.800009	1.016133	0.132186
1.800004	5.195067	2.206796
1.800004	1.016133	0.132186
1.800006	5.195067	2.206796
1.800006	1.016133	0.132186
1.800003	5.195067	2.206796
1.800003	1.016133	0.132186
1.799992	1.050000	0.217945
1.799992	1.802133	0.939884
1.799998	1.122533	0.357098
1.799998	1.835000	0.925081
1.800005	5.195067	2.206796
1.800005	1.016133	0.132186
1.800000	4.950400	1.961277
1.800000	1.030267	0.177812
1.799993	1.050000	0.217945
1.799993	1.802133	0.939884
