1.799999	137.785714	39.056552
1.799999	138.390244	37.236718
1.799999	123.154500	32.548387
1.799999	123.166000	32.594938
1.799999	123.143000	32.508184
new
1.799999	123.166000	32.594938
1.799999	123.143000	32.508184
1.799999	179.401429	49.849903
1.799999	179.617143	49.769526
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	125.500000	13.490738
1.799999	125.540541	13.490626
1.799999	126.421000	15.684578
1.799999	126.421000	15.684578
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	143.003000	19.225582
1.799999	143.003000	19.225582
1.799999	97.912000	8.898090
1.799999	97.926000	8.882455
1.799999	152.000000	0.000000
1.799999	152.000000	0.000000
1.799999	116.000000	0.000000
1.799999	116.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	162.326000	4.473701
1.799999	162.328000	4.475042
1.799999	105.004802	7.357122
1.799999	104.997602	7.379731
1.799999	148.000000	15.512564
1.799999	147.983508	15.513838
1.799999	169.112000	19.337063
1.799999	169.056000	19.333908
1.799999	88.008000	14.993399
1.799999	87.995000	14.981021
1.799999	154.000000	48.000000
1.799999	154.000000	48.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	141.679000	19.992198
1.799999	141.658000	19.992674
1.799999	123.750000	10.735455
1.799999	123.750000	10.735455
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	139.862000	20.044600
1.799999	139.823000	20.086588
1.799999	143.000000	37.000000
1.799999	143.000000	37.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	128.401679	43.335067
1.799999	128.338535	43.327351
1.799999	188.510000	28.937070
1.799999	188.494000	28.922413
1.799999	74.000000	10.000000
1.799999	74.000000	10.000000
1.799999	98.000000	0.000000
1.799999	98.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	86.000000	1.732051
1.799999	86.000000	1.732051
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	0.000000	0.000000
1.799999	276.000000	0.000000
