1.799990	2887.388933	2118.670169
1.799991	2622.600400	2060.164730
1.799992	2139.762600	2152.787311
1.799993	2545.745000	2130.348060
1.799994	2681.952333	2082.009961
1.799995	2913.475400	2133.451841
1.799996	3136.348267	2181.825155
1.799997	2672.974600	2248.484534
1.799998	2824.876133	2143.205216
1.799999	2434.021533	2324.850152
1.800000	2822.575600	2241.585460
1.799990	5103.485467	6323.225311
1.799991	4559.996400	5601.793217
1.799992	5958.218400	6430.805210
1.799993	6221.302467	6531.582802
1.799994	4607.798000	5937.154830
1.799995	5592.353667	6482.287411
1.799996	6609.929000	6693.929542
1.799997	5415.674400	6236.600885
1.799998	5487.908267	6266.100809
1.799999	5124.079600	5927.268416
1.800000	5392.825000	6305.955157
1.800001	53.865400	54.549892
1.800002	53.856733	54.138276
1.800002	54.184267	54.943290
1.800003	53.524867	54.060997
1.800004	53.835133	54.004785
1.800005	53.696933	53.837786
1.800006	53.832667	54.908519
1.800007	53.310400	53.908051
1.800008	53.079400	53.119262
1.800009	52.368667	52.473482
