1.799991	0.315800 0.010000 0.003333 0.003333 0.000000 0.010000 0.166133 0.820533 0.000000 0.000000 
1.799991	4.156867 0.420267 0.586400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799992	0.297200 0.000000 0.000000 0.000000 0.000000 0.000000 0.122733 0.877267 0.000000 0.000000 
1.799992	3.972533 0.377467 0.629200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799993	0.236333 0.000000 0.000000 0.000000 0.000000 0.010000 0.103800 0.886200 0.000000 0.000000 
1.799993	3.706400 0.328000 0.660667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799994	0.168333 0.000000 0.000000 0.000000 0.000000 0.000000 0.080867 0.919133 0.000000 0.000000 
1.799994	3.398267 0.255133 0.725333 0.001600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799995	0.387333 0.013333 0.000000 0.000000 0.000000 0.006667 0.170000 0.823333 0.000000 0.000000 
1.799995	4.184867 0.415067 0.596400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799996	0.187467 0.000000 0.000000 0.000000 0.000000 0.000000 0.066667 0.933333 0.000000 0.000000 
1.799996	4.137333 0.356333 0.614667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799997	0.146333 0.000000 0.000000 0.000000 0.000000 0.000000 0.103800 0.896200 0.000000 0.000000 
1.799997	3.849467 0.364667 0.620733 0.014067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799998	0.269000 0.018000 0.000000 0.000000 0.000000 0.008000 0.078333 0.913667 0.000000 0.000000 
1.799998	3.492267 0.313000 0.709333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799999	0.297533 0.005000 0.000000 0.000000 0.000000 0.003333 0.158667 0.838000 0.000000 0.000000 
1.799999	4.043333 0.357067 0.657267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800000	0.257067 0.026667 0.000000 0.000000 0.000000 0.016667 0.087067 0.896267 0.000000 0.000000 
1.800000	3.889333 0.250400 0.686267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800001	0.361467 0.000000 0.000000 0.000000 0.000000 0.000000 0.130000 0.870000 0.000000 0.000000 
1.800001	4.454933 0.388667 0.581867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	20.933933 0.221933 0.013800 0.001200 0.000067 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.030200 0.000000 0.000000 0.000000 0.000067 0.025667 0.624733 0.346333 0.003200 0.000000 
1.800002	20.956533 0.217133 0.013933 0.001133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.030267 0.000000 0.000000 0.000000 0.000000 0.029733 0.607467 0.359800 0.003000 0.000000 
1.800003	21.000333 0.212133 0.012533 0.000333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800003	0.032133 0.000000 0.000000 0.000000 0.000067 0.024600 0.614467 0.358667 0.002200 0.000000 
1.800004	20.996133 0.216933 0.013400 0.000600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800004	0.032467 0.000000 0.000000 0.000000 0.000000 0.026733 0.619933 0.351200 0.002133 0.000000 
1.800005	20.985200 0.213000 0.014600 0.001067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800005	0.029667 0.000000 0.000000 0.000000 0.000000 0.024467 0.624067 0.349733 0.001733 0.000000 
1.800006	20.952467 0.215267 0.012867 0.000467 0.000067 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800006	0.030733 0.000000 0.000000 0.000000 0.000000 0.023333 0.614200 0.359800 0.002667 0.000000 
1.800007	21.057200 0.212733 0.012467 0.000800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800007	0.033067 0.000000 0.000000 0.000000 0.000000 0.024933 0.625533 0.347000 0.002533 0.000000 
1.800008	21.001733 0.216667 0.014867 0.000733 0.000067 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800008	0.030867 0.000000 0.000000 0.000000 0.000000 0.025333 0.620667 0.352333 0.001667 0.000000 
1.800009	20.977867 0.211933 0.012667 0.001133 0.000067 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800009	0.030000 0.000000 0.000000 0.000000 0.000133 0.024400 0.622000 0.351533 0.001933 0.000000 
1.800010	20.962333 0.218067 0.013200 0.000467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800010	0.033067 0.000000 0.000000 0.000000 0.000000 0.023067 0.627533 0.347933 0.001467 0.000000 
