1.799991	10.085467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799991	145.905800 0.673400 0.098200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799992	10.084733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799992	141.602400 0.653600 0.089200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799993	9.114867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799993	143.097467 0.697867 0.108133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799994	9.542533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799994	144.220533 0.642200 0.075933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799995	9.153400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799995	137.631667 0.717667 0.119333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799996	9.502000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799996	143.378867 0.664667 0.093600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799997	10.328667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799997	142.553600 0.668400 0.095733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799998	10.367333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799998	142.239267 0.652467 0.117333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799999	9.631133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799999	140.684267 0.624200 0.156800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800000	9.594133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.800000	144.724067 0.626600 0.083867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800001	9.900667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.800001	142.726267 0.652533 0.103333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	761.684467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.981467 0.000000 0.000000 0.000000 0.000000 0.000000 0.989600 0.010400 0.000000 0.000000 
1.800002	761.528800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.989467 0.000000 0.000000 0.000000 0.000000 0.000000 0.988133 0.011867 0.000000 0.000000 
1.800003	761.641867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800003	0.982867 0.000000 0.000000 0.000000 0.000000 0.000000 0.988133 0.011867 0.000000 0.000000 
1.800004	761.246533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800004	0.985733 0.000000 0.000000 0.000000 0.000000 0.000000 0.987933 0.012067 0.000000 0.000000 
1.800005	761.209533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800005	0.995467 0.000000 0.000000 0.000000 0.000000 0.000000 0.987733 0.012267 0.000000 0.000000 
1.800006	760.798133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800006	0.979333 0.000000 0.000000 0.000000 0.000000 0.000000 0.990067 0.009933 0.000000 0.000000 
1.800007	761.512800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800007	0.995800 0.000000 0.000000 0.000000 0.000000 0.000000 0.987733 0.012267 0.000000 0.000000 
1.800008	761.692067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800008	0.983467 0.000000 0.000000 0.000000 0.000000 0.000000 0.989267 0.010733 0.000000 0.000000 
1.800009	760.847733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800009	0.999867 0.000000 0.000000 0.000000 0.000000 0.000000 0.989200 0.010800 0.000000 0.000000 
1.800010	761.059533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800010	0.987000 0.000000 0.000000 0.000000 0.000000 0.000000 0.989067 0.010933 0.000000 0.000000 
1.799991	10.007667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799991	142.224667 0.659400 0.081933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799992	9.428667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799992	142.307333 0.698467 0.035800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799993	9.569000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799993	140.034267 0.692667 0.096133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799994	10.480400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799994	137.224800 0.646000 0.126467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799995	9.954600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799995	139.258667 0.632133 0.117467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799996	9.427000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799996	142.279333 0.656267 0.118600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799997	10.496467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799997	140.634733 0.644800 0.102867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799998	9.854400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799998	140.878667 0.679600 0.096733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799999	9.526000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799999	141.267467 0.603600 0.126933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800000	9.693400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.800000	141.922800 0.720867 0.083400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800001	9.770800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
