1.800001	142.250933 0.686000 0.107600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	761.593333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.989667 0.000000 0.000000 0.000000 0.000000 0.000000 0.988467 0.011533 0.000000 0.000000 
1.800002	761.469267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.985467 0.000000 0.000000 0.000000 0.000000 0.000000 0.987867 0.012133 0.000000 0.000000 
1.800003	761.290867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800003	0.974267 0.000000 0.000000 0.000000 0.000000 0.000000 0.985533 0.014467 0.000000 0.000000 
1.800004	760.921333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800004	0.971200 0.000000 0.000000 0.000000 0.000000 0.000000 0.986467 0.013533 0.000000 0.000000 
1.800005	761.535867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800005	0.977133 0.000000 0.000000 0.000000 0.000000 0.000000 0.988267 0.011733 0.000000 0.000000 
1.800006	761.462533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800006	0.980267 0.000000 0.000000 0.000000 0.000000 0.000000 0.985400 0.014600 0.000000 0.000000 
1.800007	761.545400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800007	0.982133 0.000000 0.000000 0.000000 0.000000 0.000000 0.986867 0.013133 0.000000 0.000000 
1.800008	761.156067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800008	0.981200 0.000000 0.000000 0.000000 0.000000 0.000000 0.986533 0.013467 0.000000 0.000000 
1.800009	761.475067 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800009	0.997933 0.000000 0.000000 0.000000 0.000000 0.000000 0.989667 0.010333 0.000000 0.000000 
1.800010	761.271267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800010	0.975467 0.000000 0.000000 0.000000 0.000000 0.000000 0.987467 0.012533 0.000000 0.000000 
