1.799991	4.379000 0.000000 0.000000 0.000000 0.000000 0.000000 0.003200 0.996800 0.000000 0.000000 
1.799991	61.856800 0.633267 0.210933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799992	4.378600 0.000000 0.000000 0.000000 0.000000 0.000000 0.003533 0.996467 0.000000 0.000000 
1.799992	62.659733 0.622933 0.257133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799993	4.505867 0.000000 0.000000 0.000000 0.000000 0.000000 0.002000 0.998000 0.000000 0.000000 
1.799993	61.907133 0.552667 0.317933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799994	4.458933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799994	62.653533 0.635000 0.273800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799995	4.458533 0.000000 0.000000 0.000000 0.000000 0.000000 0.009400 0.990600 0.000000 0.000000 
1.799995	62.054600 0.614800 0.231800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799996	4.579200 0.000000 0.000000 0.000000 0.000000 0.000000 0.013333 0.986667 0.000000 0.000000 
1.799996	62.749600 0.653200 0.239000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799997	3.968267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799997	63.843600 0.657467 0.218933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799998	4.096533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.799998	63.752667 0.657200 0.217933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799999	4.314067 0.000000 0.000000 0.000000 0.000000 0.000000 0.002667 0.997333 0.000000 0.000000 
1.799999	62.190200 0.629933 0.264467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800000	4.298533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.800000	63.028333 0.592867 0.289333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800001	4.191133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 
1.800001	62.493067 0.578467 0.236267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	338.001467 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.440867 0.000000 0.000000 0.000000 0.000000 0.000000 0.935000 0.065000 0.000000 0.000000 
1.800002	338.516333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	0.446267 0.000000 0.000000 0.000000 0.000000 0.000000 0.936600 0.063400 0.000000 0.000000 
1.800003	338.829867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800003	0.447600 0.000000 0.000000 0.000000 0.000000 0.000000 0.932867 0.067133 0.000000 0.000000 
1.800004	338.390600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800004	0.446000 0.000000 0.000000 0.000000 0.000000 0.000000 0.930667 0.069333 0.000000 0.000000 
1.800005	338.529600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800005	0.435533 0.000000 0.000000 0.000000 0.000000 0.000000 0.928200 0.071800 0.000000 0.000000 
1.800006	338.293000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800006	0.435733 0.000000 0.000000 0.000000 0.000000 0.000000 0.931200 0.068800 0.000000 0.000000 
1.800007	338.548533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800007	0.433600 0.000000 0.000000 0.000000 0.000000 0.000000 0.935133 0.064867 0.000000 0.000000 
1.800008	338.381867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800008	0.440333 0.000000 0.000000 0.000000 0.000000 0.000000 0.931933 0.068067 0.000000 0.000000 
1.800009	338.291667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800009	0.448800 0.000000 0.000000 0.000000 0.000000 0.000000 0.935400 0.064600 0.000000 0.000000 
1.800010	338.362200 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800010	0.439733 0.000000 0.000000 0.000000 0.000000 0.000000 0.936733 0.063267 0.000000 0.000000 
