1.799991	0.031667 0.043333 0.010000 0.000000 0.010000 0.043333 0.181600 0.765067 0.000000 0.000000 
1.799991	0.699267 0.233000 0.677867 0.130800 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799992	0.045867 0.010000 0.000000 0.000000 0.000000 0.010000 0.106200 0.863800 0.020000 0.000000 
1.799992	0.994133 0.285667 0.665467 0.045533 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799993	0.030000 0.035000 0.000000 0.008000 0.008000 0.025000 0.138000 0.829000 0.000000 0.000000 
1.799993	0.917000 0.224867 0.727800 0.062333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799994	0.040000 0.050000 0.023333 0.000000 0.023333 0.046667 0.102000 0.828000 0.000000 0.000000 
1.799994	1.005200 0.182800 0.739133 0.066400 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799995	0.060000 0.032533 0.007533 0.012467 0.002467 0.012533 0.091667 0.883333 0.000000 0.000000 
1.799995	1.080667 0.353400 0.661600 0.021667 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799996	0.077533 0.030000 0.018867 0.012467 0.021333 0.020000 0.261200 0.687467 0.000000 0.000000 
1.799996	0.701000 0.149533 0.680333 0.184267 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799997	0.030000 0.063333 0.010000 0.000000 0.010000 0.043333 0.213667 0.713000 0.020000 0.000000 
1.799997	0.820667 0.194867 0.706200 0.122333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799998	0.010000 0.010000 0.000000 0.020000 0.000000 0.010000 0.086000 0.884000 0.010000 0.000000 
1.799998	0.920600 0.255733 0.679533 0.060000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.799999	0.013333 0.006667 0.023333 0.023333 0.033333 0.013333 0.160000 0.770000 0.020000 0.000000 
1.799999	0.950000 0.350400 0.610333 0.108333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800000	0.053533 0.036667 0.000000 0.000000 0.000000 0.010000 0.147200 0.842800 0.000000 0.000000 
1.800000	1.042467 0.257667 0.675467 0.070867 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800001	0.010000 0.006667 0.000000 0.000000 0.000000 0.016667 0.043333 0.920000 0.020000 0.000000 
1.800001	0.923333 0.346667 0.660000 0.048333 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
1.800002	4.145333 0.597000 0.184400 0.077600 0.030733 0.007400 0.000533 0.000400 0.020067 0.040000 
1.800002	0.031800 0.020200 0.000400 0.001267 0.019533 0.134600 0.381400 0.327000 0.071267 0.004467 
1.800002	4.263600 0.598467 0.190800 0.079467 0.027133 0.007867 0.000933 0.000667 0.000200 0.001000 
1.800002	0.011667 0.000400 0.000667 0.001867 0.017000 0.128133 0.395933 0.326133 0.086467 0.042600 
1.800003	4.220800 0.595933 0.184000 0.075800 0.029400 0.006467 0.001133 0.000133 0.010067 0.013200 
1.800003	0.020067 0.010000 0.000200 0.001667 0.017067 0.131333 0.386200 0.328800 0.069133 0.042333 
1.800004	4.052400 0.556933 0.192000 0.090867 0.036733 0.004400 0.000733 0.000067 0.000000 0.000000 
1.800004	0.028133 0.020000 0.000133 0.000933 0.013600 0.126333 0.365667 0.305067 0.065533 0.102733 
1.800005	4.161600 0.588267 0.195600 0.083533 0.026400 0.007133 0.000933 0.000467 0.010133 0.030000 
1.800005	0.021067 0.010400 0.000733 0.002133 0.019733 0.133800 0.390067 0.327200 0.063867 0.022400 
1.800006	4.152467 0.586867 0.182600 0.083133 0.030133 0.007200 0.000867 0.000267 0.005933 0.005933 
1.800006	0.019067 0.009200 0.000267 0.001867 0.018267 0.130600 0.374000 0.321267 0.074867 0.063867 
1.800007	4.284067 0.605533 0.185933 0.080067 0.031333 0.007200 0.000800 0.000133 0.000067 0.020000 
1.800007	0.011133 0.000400 0.000267 0.001600 0.018600 0.138800 0.386667 0.330733 0.075267 0.027933 
1.800008	3.908533 0.553933 0.185133 0.077333 0.025600 0.004400 0.000667 0.000533 0.015667 0.015733 
1.800008	0.026267 0.016200 0.000600 0.001200 0.013800 0.126067 0.350867 0.313067 0.066333 0.096533 
1.800009	4.247400 0.587933 0.192000 0.079867 0.031933 0.007733 0.001267 0.000933 0.004467 0.024467 
1.800009	0.014933 0.004600 0.001000 0.002000 0.018133 0.137067 0.385867 0.330133 0.073400 0.023400 
1.800010	4.250333 0.605400 0.195933 0.082000 0.027933 0.008867 0.001533 0.000333 0.000000 0.040000 
1.800010	0.011333 0.000533 0.000600 0.002533 0.021800 0.141267 0.387933 0.329933 0.073600 0.002267 
